ind	marker	a1_count	a2_count	called_geno	a1_corr	a2_corr
OkeCC19TILR_0108	Oke_RDDFW29994_56	54	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW30681_49	20	26	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW32214_64	46	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW35061_72	60	43	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW36545_52	56	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW36920_78	9	10	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW37304_51	30	28	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW37547_71	65	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW37906_35	1	28	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW37977_64	0	35	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW38189_70	37	49	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW38998_48	0	83	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW39056_71	78	67	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW39550_74	83	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW41741_28	76	4	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW41894_64	27	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW41968_67	1	57	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW44691_36	46	52	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW45450_75	23	18	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW46094_46	35	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW4669_39	0	50	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW46886_62	28	29	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW47500_38	55	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW47666_40	60	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW47763_68	24	46	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW47838_76	23	21	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW48220_71	44	36	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW48558_66	39	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW48576_24	1	30	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW48705_55	54	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW49372_62	0	79	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW50553_28	22	21	HET	0	0.35
OkeCC19TILR_0108	Oke_RDDFW50712_39	84	27	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW51270_33	32	39	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW51705_44	57	36	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW52567_35	60	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW52773_67	0	76	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW53380_67	0	25	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW54241_69	55	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW57028_36	47	54	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW57213_78	26	26	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW58551_52	47	42	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW58967_48	20	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW59084_41	40	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW59113_30	33	27	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW6089_75	2	166	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW61097_36	53	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW61270_26	14	6	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW61351_74	0	94	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW61394_55	24	28	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW62184_66	75	71	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW63326_23	21	26	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW63766_37	27	21	HET	0	0.25
OkeCC19TILR_0108	Oke_RDDFW64078_73	81	6	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW64969_46	59	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW65679_48	0	90	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW65809_61	100	83	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW65817_59	0	102	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW6606_46	0	78	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW66307_18	104	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW66740_41	0	84	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW67033_73	62	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW6714_54	40	42	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW67894_45	32	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW68590_61	61	78	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW6872_56	1	104	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW69367_28	46	45	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW69501_76	21	13	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW69741_55	1	96	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW69778_62	24	31	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW69792_54	36	34	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW70556_28	0	60	A2HOM	0.5	0
OkeCC19TILR_0108	Oke_RDDFW70829_40	0	96	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW70902_20	91	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW71171_55	74	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW71319_78	105	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW71747_19	0	69	A2HOM	0	1
OkeCC19TILR_0108	Oke_RDDFW71866_73	47	0	A1HOM	0	0.5
OkeCC19TILR_0108	Oke_RDDFW72082_30	24	33	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW72091_54	1	74	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW72178_38	26	25	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW72464_65	0	124	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW72515_22	34	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW72580_61	11	13	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW73626_31	1	70	A2HOM	0	0.25
OkeCC19TILR_0108	Oke_RDDFW73828_41	137	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW74107_70	34	43	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW75268_70	19	23	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW75348_40	1	79	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW76878_51	72	2	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW78157_36	3	86	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW78789_24	24	32	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW80059_43	0	79	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW80154_68	0	231	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW80662_52	1	81	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW89343_75	38	37	HET	0	0.25
OkeCC19TILR_0108	Oke_RDDFW89357_49	108	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW89443_55	1	45	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW90259_25	43	35	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW90437_74	20	15	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW91049_44	0	75	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW91108_63	56	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW9156_37	43	0	A1HOM	0	0.25
OkeCC19TILR_0108	Oke_RDDFW92495_48	92	2	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW92671_68	50	58	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW92833_41	80	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW93115_22	35	33	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW93316_60	0	103	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW945_50	67	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW94768_76	81	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW95768_60	80	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW96549_63	0	62	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW97046_68	0	105	A2HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW97566_28	42	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW97971_30	46	64	HET	0	0
OkeCC19TILR_0108	Oke_RDDFW98640_53	25	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RDDFW9886_52	127	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_RFC2_618	69	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RH1op_245	57	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_RS9_379	11	32	HET	0	0
OkeCC19TILR_0108	Oke_RSPRY1_106	0	48	A2HOM	0	0
OkeCC19TILR_0108	Oke_TCP1_78	87	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_TCTA_99	44	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U1002_165	96	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U1002_262	0	46	A2HOM	0	0
OkeCC19TILR_0108	Oke_U1008_83	22	14	HET	0	0
OkeCC19TILR_0108	Oke_U1015_255	0	35	A2HOM	0	0
OkeCC19TILR_0108	Oke_U1017_52	27	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U1019_218	39	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U1020_75	0	77	A2HOM	0	0
OkeCC19TILR_0108	Oke_U1021_102	1	39	A2HOM	0	0
OkeCC19TILR_0108	Oke_U1023_147	12	10	HET	0	0
OkeCC19TILR_0108	Oke_U1024_113	53	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U1028_100	14	34	HET	0	0
OkeCC19TILR_0108	Oke_U2001_629	80	2	A1HOM	2	0
OkeCC19TILR_0108	Oke_U2003_142	78	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2005_62	21	14	HET	0	0
OkeCC19TILR_0108	Oke_U2006_109	23	26	HET	0	0
OkeCC19TILR_0108	Oke_U2010_94	109	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2011_107	182	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2016_118	0	83	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2017_87	0	66	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2019_112	58	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2020_51	32	25	HET	0	0
OkeCC19TILR_0108	Oke_U2022_101	19	20	HET	2	0
OkeCC19TILR_0108	Oke_U2024_93	30	34	HET	0	0
OkeCC19TILR_0108	Oke_U2025_86	39	29	HET	0	0
OkeCC19TILR_0108	Oke_U2026_64	33	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2029_79	0	58	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2031_37	79	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2032_74	0	48	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2033_122	1	57	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2034_55	27	23	HET	0	0
OkeCC19TILR_0108	Oke_U2035_54	61	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2037_76	62	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2041_84	22	28	HET	0	0
OkeCC19TILR_0108	Oke_U2043_51	57	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2045_43	30	38	HET	0	0
OkeCC19TILR_0108	Oke_U2048_91	53	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2049_99	0	51	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2053_60	0	65	A2HOM	0	0
OkeCC19TILR_0108	Oke_U2054_58	9	9	HET	0	0
OkeCC19TILR_0108	Oke_U2056_90	60	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_U2057_80	45	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U305_307	59	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_U504_228	3	62	A2HOM	0	0
OkeCC19TILR_0108	Oke_U506_110	28	34	HET	0	0
OkeCC19TILR_0108	Oke_U507_087	72	78	HET	0	0
OkeCC19TILR_0108	Oke_U507_286	25	25	HET	0	0
OkeCC19TILR_0108	Oke_U509_219	136	72	HET	0	0.75
OkeCC19TILR_0108	Oke_U511_271	56	40	HET	2	0
OkeCC19TILR_0108	Oke_U514_150	81	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_arf_319	87	73	HET	0	0
OkeCC19TILR_0108	Oke_brd2_118	0	76	A2HOM	0	0
OkeCC19TILR_0108	Oke_brp16_65	0	46	A2HOM	0	0
OkeCC19TILR_0108	Oke_ccd16_77	36	40	HET	0	0
OkeCC19TILR_0108	Oke_cjo57_86	34	32	HET	0	0
OkeCC19TILR_0108	Oke_ctgf_105	67	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_e2ig5_50	34	25	HET	0	0
OkeCC19TILR_0108	Oke_eif4ebp2_64	1	89	A2HOM	0	0
OkeCC19TILR_0108	Oke_eif4g1_43	19	25	HET	0	0
OkeCC19TILR_0108	Oke_f5_71	18	23	HET	0	0
OkeCC19TILR_0108	Oke_glrx1_78	30	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_hsc71_199	1	113	A2HOM	0	0
OkeCC19TILR_0108	Oke_il_1racp_67	45	33	HET	0	0
OkeCC19TILR_0108	Oke_lactb2_71	51	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_mcfd2_86	112	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_mgll_49	34	28	HET	0	0
OkeCC19TILR_0108	Oke_nc2b_148	32	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_ndub3_58	45	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_pgap_92	1	65	A2HOM	0	0
OkeCC19TILR_0108	Oke_pnrc2_78	29	39	HET	0	0
OkeCC19TILR_0108	Oke_psmd9_057	63	45	HET	0	0
OkeCC19TILR_0108	Oke_psmd9_188	2	49	A2HOM	0	0
OkeCC19TILR_0108	Oke_rab5a_117	43	53	HET	0	0
OkeCC19TILR_0108	Oke_ras1_249	59	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_serpin_140	1	69	A2HOM	0	0
OkeCC19TILR_0108	Oke_slc1a3a_86	39	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_sylc_90	58	0	A1HOM	0	0
OkeCC19TILR_0108	Oke_thic_84	39	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_txnrd1_74	3	44	A2HOM	0	0
OkeCC19TILR_0108	Oke_u1_519	1	104	A2HOM	0	0
OkeCC19TILR_0108	Oke_u200_385	72	1	A1HOM	0	0
OkeCC19TILR_0108	Oke_u216_222	27	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_ACOT_100	336	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_APOB_60	1	259	A2HOM	0	0
OkeCC19TILR_0111	Oke_ATP5L_105	166	198	HET	0	0
OkeCC19TILR_0111	Oke_AhR1_278	185	226	HET	0	0
OkeCC19TILR_0111	Oke_CATB_60	311	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_CD123_62	403	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_CKS1_70	418	2	A1HOM	0	0
OkeCC19TILR_0111	Oke_CKS_389	289	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_CO1A1_72	239	0	A1HOM	0	1.5
OkeCC19TILR_0111	Oke_CTR2_82	3	450	A2HOM	0	0
OkeCC19TILR_0111	Oke_DBLOH_79	1	383	A2HOM	0	0
OkeCC19TILR_0111	Oke_DCXR_87	0	361	A2HOM	0	0
OkeCC19TILR_0111	Oke_DM20_548	118	129	HET	0.25	0
OkeCC19TILR_0111	Oke_EF2_394	264	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_GNMT_100	146	149	HET	0	0
OkeCC19TILR_0111	Oke_GPDH_191	211	211	HET	0	0
OkeCC19TILR_0111	Oke_H2AX_72	175	167	HET	0	0
OkeCC19TILR_0111	Oke_HP_182	196	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_IL8r2_406	568	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_IL8r_272	1443	4	A1HOM	0	0
OkeCC19TILR_0111	Oke_KPNA2_87	0	0	NA	0	0
OkeCC19TILR_0111	Oke_LAMP2_186	1	326	A2HOM	0	0
OkeCC19TILR_0111	Oke_METK2_97	0	229	A2HOM	0	0
OkeCC19TILR_0111	Oke_MLRN_63	1	246	A2HOM	0	0
OkeCC19TILR_0111	Oke_PDIA3_082	220	225	HET	0	0
OkeCC19TILR_0111	Oke_PDIA3_475	121	131	HET	0	0
OkeCC19TILR_0111	Oke_PPA2_635	167	139	HET	0	0
OkeCC19TILR_0111	Oke_RAD10028_44	323	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD10173_41	188	190	HET	0	0
OkeCC19TILR_0111	Oke_RAD10459_85	0	283	A2HOM	0.25	0
OkeCC19TILR_0111	Oke_RAD10591_67	337	0	A1HOM	0	0.25
OkeCC19TILR_0111	Oke_RAD10676_50	374	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD10719_31	147	120	HET	0	0
OkeCC19TILR_0111	Oke_RAD11183_63	253	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD11379_85	392	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD11444_75	159	152	HET	0	0
OkeCC19TILR_0111	Oke_RAD11500_80	315	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD11690_33	125	142	HET	0	0
OkeCC19TILR_0111	Oke_RAD11918_57	313	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD11928_30	469	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD11999_36	264	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD12038_34	653	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD12294_71	0	405	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD12377_41	0	218	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD12415_71	493	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD12909_51	0	209	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD13522_47	174	213	HET	0	0
OkeCC19TILR_0111	Oke_RAD14303_73	1062	3	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD14679_56	285	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD14852_56	117	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD14962_45	113	82	HET	0	0
OkeCC19TILR_0111	Oke_RAD16205_61	197	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD1635_77	281	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD16763_78	1	349	A2HOM	0	0.5
OkeCC19TILR_0111	Oke_RAD16805_31	0	362	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD17085_70	110	103	HET	0	0
OkeCC19TILR_0111	Oke_RAD17316_60	0	271	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD17332_67	1	308	A2HOM	0	0.25
OkeCC19TILR_0111	Oke_RAD19121_72	170	149	HET	0	0
OkeCC19TILR_0111	Oke_RAD19883_47	107	117	HET	0	0
OkeCC19TILR_0111	Oke_RAD21307_43	0	529	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD2158_44	103	152	HET	0	0
OkeCC19TILR_0111	Oke_RAD22662_43	0	380	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD2414_54	0	325	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD24191_34	170	119	HET	0	0
OkeCC19TILR_0111	Oke_RAD2522_75	2	253	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD27585_82	0	421	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD27616_72	338	2	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD2772_76	216	0	A1HOM	0	0.25
OkeCC19TILR_0111	Oke_RAD2812_43	167	0	A1HOM	0.25	0
OkeCC19TILR_0111	Oke_RAD2827_56	128	137	HET	0	0
OkeCC19TILR_0111	Oke_RAD3131_64	650	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD3143_30	384	23	A1HOM	2	0
OkeCC19TILR_0111	Oke_RAD3223_33	0	161	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD3480_76	213	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD3664_73	0	302	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD3693_30	2	245	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD369_38	0	170	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD3715_76	187	181	HET	0	0
OkeCC19TILR_0111	Oke_RAD3762_78	365	3	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD3861_38	0	225	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD3907_37	234	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD3938_71	0	232	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD3995_44	1	426	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD4286_77	0	353	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD4538_78	1	373	A2HOM	0	0.25
OkeCC19TILR_0111	Oke_RAD4787_63	1	382	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD4875_62	0	254	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD5156_68	0	397	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD5276_66	0	313	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD5434_50	251	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD5457_49	868	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD5615_34	0	314	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD5734_46	181	212	HET	0	0
OkeCC19TILR_0111	Oke_RAD5951_44	0	193	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD7067_53	152	136	HET	0	0
OkeCC19TILR_0111	Oke_RAD715_49	0	221	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD7431_40	166	188	HET	0	0
OkeCC19TILR_0111	Oke_RAD7512_33	194	177	HET	0	0
OkeCC19TILR_0111	Oke_RAD7883_49	198	229	HET	0	0
OkeCC19TILR_0111	Oke_RAD7936_41	608	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD8018_38	0	108	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD8326_32	362	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD8335_79	2	819	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD8372_31	155	154	HET	0	0
OkeCC19TILR_0111	Oke_RAD8698_82	659	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD8799_30	0	346	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD8814_56	1	359	A2HOM	0	0
OkeCC19TILR_0111	Oke_RAD8930_48	173	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD905_85	281	2	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD9273_49	230	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RAD9447_73	0	376	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW10186_42	94	95	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW112_17	688	2	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW13161_74	213	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW13803_76	182	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW14498_66	186	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW14591_59	234	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW14903_53	542	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW15717_46	0	352	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW16518_29	3282	8	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW16781_68	217	212	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW16886_37	267	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW17423_60	185	207	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW17478_56	199	202	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW18411_78	0	265	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW19534_51	180	162	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW19665_62	224	200	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW19805_61	399	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW19807_50	329	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW19817_73	0	375	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW19905_31	352	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW20179_61	208	0	A1HOM	0	0.25
OkeCC19TILR_0111	Oke_RDDFW20811_77	277	219	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW20999_31	1	397	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW21285_59	595	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW21890_73	317	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW23444_56	120	123	HET	0	0.25
OkeCC19TILR_0111	Oke_RDDFW24615_60	1	230	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW24690_58	1	351	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW25476_76	0	258	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW25539_63	329	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW27843_66	312	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW28182_57	192	150	HET	0.35	0
OkeCC19TILR_0111	Oke_RDDFW28560_20	90	100	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW29139_38	2	292	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW29994_56	192	174	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW30681_49	270	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW32214_64	101	115	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW35061_72	173	195	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW36545_52	146	171	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW36920_78	141	0	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW37304_51	0	238	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW37547_71	398	1	A1HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW37906_35	0	186	A2HOM	0	0
OkeCC19TILR_0111	Oke_RDDFW37977_64	88	69	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW38189_70	142	159	HET	0	0
OkeCC19TILR_0111	Oke_RDDFW38998_48	155	194	HET	0	0
